condition,true_class,magnitude,sequence_replicate,evidence_budget,estimated_p_pass,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,reference_p_fail_A,reference_p_fail_C,reference_p_fail_S,marginal_mae,joint_total_variation,joint_js_divergence
process_disturbance_2.70,process_disturbance,2.7,141,10,0.7,0.3,0.1,0.1,0.46,0.06,0.06,0.08000000000000002,0.24,0.06464766026373817
process_disturbance_2.70,process_disturbance,2.7,141,20,0.55,0.45,0.1,0.1,0.46,0.06,0.06,0.03000000000000001,0.09000000000000002,0.012294656504653688
process_disturbance_2.70,process_disturbance,2.7,142,5,0.2,0.8,0.0,0.2,0.46,0.06,0.06,0.18000000000000002,0.39999999999999997,0.14347831234881409
process_disturbance_2.70,process_disturbance,2.7,142,10,0.3,0.7,0.1,0.1,0.46,0.06,0.06,0.10666666666666665,0.24000000000000005,0.04342986977950007
process_disturbance_2.70,process_disturbance,2.7,142,20,0.45,0.55,0.05,0.05,0.46,0.06,0.06,0.036666666666666674,0.11000000000000001,0.009153956213220314
process_disturbance_2.70,process_disturbance,2.7,143,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,143,10,0.6,0.4,0.0,0.1,0.46,0.06,0.06,0.05333333333333334,0.09999999999999999,0.03568704831262755
process_disturbance_2.70,process_disturbance,2.7,143,20,0.65,0.35,0.0,0.05,0.46,0.06,0.06,0.06000000000000001,0.11000000000000001,0.034903206372760794
process_disturbance_2.70,process_disturbance,2.7,144,5,0.6,0.4,0.0,0.2,0.46,0.06,0.06,0.08666666666666667,0.19999999999999998,0.07306588426197563
process_disturbance_2.70,process_disturbance,2.7,144,10,0.5,0.5,0.0,0.1,0.46,0.06,0.06,0.04666666666666666,0.10000000000000002,0.035956856067771346
process_disturbance_2.70,process_disturbance,2.7,144,20,0.6,0.4,0.0,0.05,0.46,0.06,0.06,0.04333333333333333,0.06999999999999995,0.03152010795101522
process_disturbance_2.70,process_disturbance,2.7,145,5,0.6,0.4,0.0,0.2,0.46,0.06,0.06,0.08666666666666667,0.19999999999999998,0.07306588426197563
process_disturbance_2.70,process_disturbance,2.7,145,10,0.4,0.6,0.1,0.1,0.46,0.06,0.06,0.07333333333333332,0.14,0.016595600512443846
process_disturbance_2.70,process_disturbance,2.7,145,20,0.4,0.6,0.15,0.05,0.46,0.06,0.06,0.07999999999999999,0.15000000000000002,0.02400571964970937
process_disturbance_2.70,process_disturbance,2.7,146,5,0.6,0.4,0.0,0.2,0.46,0.06,0.06,0.08666666666666667,0.19999999999999998,0.07306588426197563
process_disturbance_2.70,process_disturbance,2.7,146,10,0.6,0.4,0.0,0.1,0.46,0.06,0.06,0.05333333333333334,0.09999999999999999,0.03568704831262755
process_disturbance_2.70,process_disturbance,2.7,146,20,0.45,0.55,0.05,0.1,0.46,0.06,0.06,0.046666666666666676,0.10000000000000002,0.008685220160995624
process_disturbance_2.70,process_disturbance,2.7,147,5,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,147,10,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,147,20,0.5,0.5,0.1,0.05,0.46,0.06,0.06,0.029999999999999995,0.049999999999999996,0.004580911118678519
process_disturbance_2.70,process_disturbance,2.7,148,5,0.2,0.8,0.0,0.4,0.46,0.06,0.06,0.24666666666666667,0.4,0.1917864906034744
process_disturbance_2.70,process_disturbance,2.7,148,10,0.5,0.5,0.0,0.2,0.46,0.06,0.06,0.08,0.14000000000000004,0.06014181310031418
process_disturbance_2.70,process_disturbance,2.7,148,20,0.55,0.45,0.1,0.1,0.46,0.06,0.06,0.03000000000000001,0.09000000000000002,0.012294656504653688
process_disturbance_2.70,process_disturbance,2.7,149,5,0.6,0.4,0.2,0.2,0.46,0.06,0.06,0.11333333333333334,0.34,0.22850853849684719
process_disturbance_2.70,process_disturbance,2.7,149,10,0.5,0.5,0.1,0.1,0.46,0.06,0.06,0.04,0.08000000000000004,0.008747851480290843
process_disturbance_2.70,process_disturbance,2.7,149,20,0.55,0.45,0.05,0.05,0.46,0.06,0.06,0.01,0.019999999999999976,0.0007420399269863409
process_disturbance_2.70,process_disturbance,2.7,150,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,150,10,0.7,0.3,0.0,0.1,0.46,0.06,0.06,0.08666666666666668,0.19999999999999996,0.05435411575817236
process_disturbance_2.70,process_disturbance,2.7,150,20,0.5,0.5,0.05,0.05,0.46,0.06,0.06,0.01999999999999999,0.06000000000000001,0.002968253039303332
process_disturbance_2.70,process_disturbance,2.7,151,5,0.4,0.6,0.2,0.0,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,151,10,0.5,0.5,0.1,0.0,0.46,0.06,0.06,0.04666666666666666,0.10000000000000002,0.035956856067771346
process_disturbance_2.70,process_disturbance,2.7,151,20,0.6,0.4,0.1,0.05,0.46,0.06,0.06,0.03666666666666667,0.09999999999999998,0.010084121500214552
process_disturbance_2.70,process_disturbance,2.7,152,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,152,10,0.5,0.5,0.1,0.0,0.46,0.06,0.06,0.04666666666666666,0.10000000000000002,0.035956856067771346
process_disturbance_2.70,process_disturbance,2.7,152,20,0.55,0.45,0.05,0.05,0.46,0.06,0.06,0.01,0.019999999999999976,0.0007420399269863409
process_disturbance_2.70,process_disturbance,2.7,153,5,0.2,0.8,0.0,0.2,0.46,0.06,0.06,0.18000000000000002,0.39999999999999997,0.14347831234881409
process_disturbance_2.70,process_disturbance,2.7,153,10,0.3,0.7,0.1,0.1,0.46,0.06,0.06,0.10666666666666665,0.24000000000000005,0.04342986977950007
process_disturbance_2.70,process_disturbance,2.7,153,20,0.55,0.45,0.05,0.1,0.46,0.06,0.06,0.020000000000000004,0.050000000000000024,0.004908980288598666
process_disturbance_2.70,process_disturbance,2.7,154,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,154,10,0.7,0.3,0.0,0.1,0.46,0.06,0.06,0.08666666666666668,0.19999999999999996,0.05435411575817236
process_disturbance_2.70,process_disturbance,2.7,154,20,0.5,0.5,0.05,0.15,0.46,0.06,0.06,0.046666666666666655,0.09000000000000002,0.016157970617556368
process_disturbance_2.70,process_disturbance,2.7,155,5,0.4,0.6,0.2,0.0,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,155,10,0.4,0.6,0.1,0.0,0.46,0.06,0.06,0.07999999999999999,0.19999999999999998,0.052253176928281804
process_disturbance_2.70,process_disturbance,2.7,155,20,0.45,0.55,0.1,0.1,0.46,0.06,0.06,0.05666666666666668,0.09,0.01029787824037081
process_disturbance_2.70,process_disturbance,2.7,156,5,0.4,0.6,0.0,0.2,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,156,10,0.4,0.6,0.0,0.1,0.46,0.06,0.06,0.07999999999999999,0.2,0.052253176928281804
process_disturbance_2.70,process_disturbance,2.7,156,20,0.65,0.35,0.0,0.05,0.46,0.06,0.06,0.06000000000000001,0.11000000000000001,0.034903206372760794
process_disturbance_2.70,process_disturbance,2.7,157,5,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,157,10,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,157,20,0.55,0.45,0.05,0.1,0.46,0.06,0.06,0.020000000000000004,0.050000000000000024,0.004908980288598666
process_disturbance_2.70,process_disturbance,2.7,158,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,158,10,0.5,0.5,0.0,0.1,0.46,0.06,0.06,0.04666666666666666,0.10000000000000002,0.035956856067771346
process_disturbance_2.70,process_disturbance,2.7,158,20,0.6,0.4,0.0,0.1,0.46,0.06,0.06,0.05333333333333334,0.09999999999999999,0.03568704831262755
process_disturbance_2.70,process_disturbance,2.7,159,5,0.4,0.6,0.0,0.2,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,159,10,0.3,0.7,0.1,0.1,0.46,0.06,0.06,0.10666666666666665,0.24000000000000005,0.04342986977950007
process_disturbance_2.70,process_disturbance,2.7,159,20,0.45,0.55,0.05,0.1,0.46,0.06,0.06,0.046666666666666676,0.10000000000000002,0.008685220160995624
process_disturbance_2.70,process_disturbance,2.7,160,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,160,10,0.5,0.5,0.0,0.0,0.46,0.06,0.06,0.05333333333333332,0.16,0.0716144324836093
process_disturbance_2.70,process_disturbance,2.7,160,20,0.45,0.55,0.05,0.1,0.46,0.06,0.06,0.046666666666666676,0.10000000000000002,0.008685220160995624
process_disturbance_2.70,process_disturbance,2.7,161,5,0.4,0.6,0.0,0.2,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,161,10,0.4,0.6,0.0,0.1,0.46,0.06,0.06,0.07999999999999999,0.2,0.052253176928281804
process_disturbance_2.70,process_disturbance,2.7,161,20,0.55,0.45,0.0,0.1,0.46,0.06,0.06,0.036666666666666674,0.059999999999999984,0.03373064295545435
process_disturbance_2.70,process_disturbance,2.7,162,5,0.4,0.6,0.2,0.0,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,162,10,0.5,0.5,0.1,0.0,0.46,0.06,0.06,0.04666666666666666,0.10000000000000002,0.035956856067771346
process_disturbance_2.70,process_disturbance,2.7,162,20,0.55,0.45,0.05,0.05,0.46,0.06,0.06,0.01,0.019999999999999976,0.0007420399269863409
process_disturbance_2.70,process_disturbance,2.7,163,5,0.6,0.4,0.0,0.2,0.46,0.06,0.06,0.08666666666666667,0.19999999999999998,0.07306588426197563
process_disturbance_2.70,process_disturbance,2.7,163,10,0.7,0.3,0.0,0.1,0.46,0.06,0.06,0.08666666666666668,0.19999999999999996,0.05435411575817236
process_disturbance_2.70,process_disturbance,2.7,163,20,0.8,0.2,0.0,0.05,0.46,0.06,0.06,0.11,0.26,0.07592101017611189
process_disturbance_2.70,process_disturbance,2.7,164,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,164,10,0.6,0.4,0.1,0.0,0.46,0.06,0.06,0.05333333333333334,0.09999999999999999,0.03568704831262755
process_disturbance_2.70,process_disturbance,2.7,164,20,0.55,0.45,0.05,0.05,0.46,0.06,0.06,0.01,0.019999999999999976,0.0007420399269863409
process_disturbance_2.70,process_disturbance,2.7,165,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,165,10,0.7,0.3,0.0,0.1,0.46,0.06,0.06,0.08666666666666668,0.19999999999999996,0.05435411575817236
process_disturbance_2.70,process_disturbance,2.7,165,20,0.65,0.35,0.0,0.1,0.46,0.06,0.06,0.07000000000000002,0.15000000000000002,0.042288882588815815
process_disturbance_2.70,process_disturbance,2.7,166,5,0.4,0.6,0.2,0.0,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,166,10,0.6,0.4,0.1,0.1,0.46,0.06,0.06,0.04666666666666667,0.13999999999999999,0.0216719226419523
process_disturbance_2.70,process_disturbance,2.7,166,20,0.55,0.45,0.1,0.05,0.46,0.06,0.06,0.020000000000000004,0.050000000000000024,0.004908980288598667
process_disturbance_2.70,process_disturbance,2.7,167,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,167,10,0.5,0.5,0.1,0.0,0.46,0.06,0.06,0.04666666666666666,0.10000000000000002,0.035956856067771346
process_disturbance_2.70,process_disturbance,2.7,167,20,0.7,0.3,0.05,0.0,0.46,0.06,0.06,0.07666666666666667,0.15999999999999998,0.04276631461643461
process_disturbance_2.70,process_disturbance,2.7,168,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,168,10,0.5,0.5,0.1,0.0,0.46,0.06,0.06,0.04666666666666666,0.10000000000000002,0.035956856067771346
process_disturbance_2.70,process_disturbance,2.7,168,20,0.45,0.55,0.15,0.0,0.46,0.06,0.06,0.08,0.15000000000000002,0.04908394232672916
process_disturbance_2.70,process_disturbance,2.7,169,5,0.8,0.2,0.0,0.2,0.46,0.06,0.06,0.15333333333333335,0.4000000000000001,0.2469956270844028
process_disturbance_2.70,process_disturbance,2.7,169,10,0.6,0.4,0.0,0.1,0.46,0.06,0.06,0.05333333333333334,0.09999999999999999,0.03568704831262755
process_disturbance_2.70,process_disturbance,2.7,169,20,0.5,0.5,0.05,0.1,0.46,0.06,0.06,0.029999999999999995,0.049999999999999996,0.00458091111867852
process_disturbance_2.70,process_disturbance,2.7,170,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,170,10,0.6,0.4,0.0,0.1,0.46,0.06,0.06,0.05333333333333334,0.09999999999999999,0.03568704831262755
process_disturbance_2.70,process_disturbance,2.7,170,20,0.6,0.4,0.05,0.05,0.46,0.06,0.06,0.02666666666666666,0.059999999999999984,0.0026984452841595317
process_disturbance_2.70,process_disturbance,2.7,171,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,171,10,0.4,0.6,0.1,0.1,0.46,0.06,0.06,0.07333333333333332,0.14,0.016595600512443846
process_disturbance_2.70,process_disturbance,2.7,171,20,0.55,0.45,0.05,0.05,0.46,0.06,0.06,0.01,0.019999999999999976,0.0007420399269863409
process_disturbance_2.70,process_disturbance,2.7,172,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,172,10,0.7,0.3,0.0,0.0,0.46,0.06,0.06,0.09333333333333334,0.15999999999999998,0.06836924142884761
process_disturbance_2.70,process_disturbance,2.7,172,20,0.6,0.4,0.05,0.0,0.46,0.06,0.06,0.04333333333333333,0.06999999999999995,0.03152010795101522
process_disturbance_2.70,process_disturbance,2.7,173,5,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,173,10,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,173,20,0.55,0.45,0.0,0.05,0.46,0.06,0.06,0.02666666666666667,0.07,0.03211798487607917
process_disturbance_2.70,process_disturbance,2.7,174,5,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,174,10,0.5,0.5,0.0,0.0,0.46,0.06,0.06,0.05333333333333332,0.16,0.0716144324836093
process_disturbance_2.70,process_disturbance,2.7,174,20,0.5,0.5,0.05,0.0,0.46,0.06,0.06,0.03666666666666666,0.11000000000000001,0.036425592119996034
process_disturbance_2.70,process_disturbance,2.7,175,5,0.4,0.6,0.0,0.2,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,175,10,0.4,0.6,0.0,0.1,0.46,0.06,0.06,0.07999999999999999,0.2,0.052253176928281804
process_disturbance_2.70,process_disturbance,2.7,175,20,0.5,0.5,0.05,0.05,0.46,0.06,0.06,0.01999999999999999,0.06000000000000001,0.002968253039303332
process_disturbance_2.70,process_disturbance,2.7,176,5,0.4,0.6,0.0,0.4,0.46,0.06,0.06,0.18,0.34,0.15230559529627108
process_disturbance_2.70,process_disturbance,2.7,176,10,0.5,0.5,0.0,0.2,0.46,0.06,0.06,0.08,0.14000000000000004,0.06014181310031418
process_disturbance_2.70,process_disturbance,2.7,176,20,0.5,0.5,0.1,0.1,0.46,0.06,0.06,0.04,0.08000000000000004,0.008747851480290843
process_disturbance_2.70,process_disturbance,2.7,177,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,177,10,0.7,0.3,0.0,0.0,0.46,0.06,0.06,0.09333333333333334,0.15999999999999998,0.06836924142884761
process_disturbance_2.70,process_disturbance,2.7,177,20,0.5,0.5,0.05,0.1,0.46,0.06,0.06,0.029999999999999995,0.049999999999999996,0.00458091111867852
process_disturbance_2.70,process_disturbance,2.7,178,5,0.4,0.6,0.2,0.0,0.46,0.06,0.06,0.11333333333333333,0.2,0.06798956213246718
process_disturbance_2.70,process_disturbance,2.7,178,10,0.6,0.4,0.1,0.0,0.46,0.06,0.06,0.05333333333333334,0.09999999999999999,0.03568704831262755
process_disturbance_2.70,process_disturbance,2.7,178,20,0.5,0.5,0.05,0.0,0.46,0.06,0.06,0.03666666666666666,0.11000000000000001,0.036425592119996034
process_disturbance_2.70,process_disturbance,2.7,179,5,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,179,10,0.5,0.5,0.0,0.0,0.46,0.06,0.06,0.05333333333333332,0.16,0.0716144324836093
process_disturbance_2.70,process_disturbance,2.7,179,20,0.45,0.55,0.05,0.05,0.46,0.06,0.06,0.036666666666666674,0.11000000000000001,0.009153956213220314
process_disturbance_2.70,process_disturbance,2.7,180,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,180,10,0.4,0.6,0.1,0.0,0.46,0.06,0.06,0.07999999999999999,0.19999999999999998,0.052253176928281804
process_disturbance_2.70,process_disturbance,2.7,180,20,0.5,0.5,0.05,0.0,0.46,0.06,0.06,0.03666666666666666,0.11000000000000001,0.036425592119996034
process_disturbance_2.70,process_disturbance,2.7,181,5,0.6,0.4,0.0,0.0,0.46,0.06,0.06,0.06,0.11999999999999997,0.06289605290010805
process_disturbance_2.70,process_disturbance,2.7,181,10,0.7,0.3,0.0,0.1,0.46,0.06,0.06,0.08666666666666668,0.19999999999999996,0.05435411575817236
process_disturbance_2.70,process_disturbance,2.7,181,20,0.7,0.3,0.0,0.1,0.46,0.06,0.06,0.08666666666666668,0.19999999999999996,0.05435411575817236
process_disturbance_2.70,process_disturbance,2.7,182,5,0.2,0.8,0.0,0.0,0.46,0.06,0.06,0.15333333333333335,0.4600000000000001,0.1874073026837612
process_disturbance_2.70,process_disturbance,2.7,182,10,0.4,0.6,0.1,0.0,0.46,0.06,0.06,0.07999999999999999,0.19999999999999998,0.052253176928281804
process_disturbance_2.70,process_disturbance,2.7,182,20,0.45,0.55,0.1,0.1,0.46,0.06,0.06,0.05666666666666668,0.09,0.01029787824037081
process_disturbance_2.70,process_disturbance,2.7,183,5,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,183,10,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
process_disturbance_2.70,process_disturbance,2.7,183,20,0.5,0.5,0.0,0.05,0.46,0.06,0.06,0.03666666666666666,0.11000000000000001,0.036425592119996034
process_disturbance_2.70,process_disturbance,2.7,184,5,0.6,0.4,0.2,0.0,0.46,0.06,0.06,0.08666666666666667,0.19999999999999998,0.07306588426197563
process_disturbance_2.70,process_disturbance,2.7,184,10,0.4,0.6,0.1,0.1,0.46,0.06,0.06,0.07333333333333332,0.14,0.016595600512443846
process_disturbance_2.70,process_disturbance,2.7,184,20,0.5,0.5,0.1,0.05,0.46,0.06,0.06,0.029999999999999995,0.049999999999999996,0.004580911118678519
process_disturbance_2.70,process_disturbance,2.7,185,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,185,10,0.7,0.3,0.0,0.0,0.46,0.06,0.06,0.09333333333333334,0.15999999999999998,0.06836924142884761
process_disturbance_2.70,process_disturbance,2.7,185,20,0.6,0.4,0.05,0.0,0.46,0.06,0.06,0.04333333333333333,0.06999999999999995,0.03152010795101522
process_disturbance_2.70,process_disturbance,2.7,186,5,0.2,0.8,0.0,0.0,0.46,0.06,0.06,0.15333333333333335,0.4600000000000001,0.1874073026837612
process_disturbance_2.70,process_disturbance,2.7,186,10,0.3,0.7,0.1,0.0,0.46,0.06,0.06,0.11333333333333331,0.30000000000000004,0.08500427853096146
process_disturbance_2.70,process_disturbance,2.7,186,20,0.45,0.55,0.05,0.05,0.46,0.06,0.06,0.036666666666666674,0.11000000000000001,0.009153956213220314
process_disturbance_2.70,process_disturbance,2.7,187,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,187,10,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,187,20,0.55,0.45,0.1,0.0,0.46,0.06,0.06,0.036666666666666674,0.059999999999999984,0.03373064295545435
process_disturbance_2.70,process_disturbance,2.7,188,5,0.6,0.4,0.2,0.0,0.46,0.06,0.06,0.08666666666666667,0.19999999999999998,0.07306588426197563
process_disturbance_2.70,process_disturbance,2.7,188,10,0.3,0.7,0.2,0.1,0.46,0.06,0.06,0.13999999999999999,0.24000000000000005,0.059166254983685454
process_disturbance_2.70,process_disturbance,2.7,188,20,0.4,0.6,0.1,0.1,0.46,0.06,0.06,0.07333333333333332,0.14,0.016595600512443846
process_disturbance_2.70,process_disturbance,2.7,189,5,0.8,0.2,0.0,0.0,0.46,0.06,0.06,0.12666666666666668,0.26,0.09155297284953129
process_disturbance_2.70,process_disturbance,2.7,189,10,0.4,0.6,0.0,0.0,0.46,0.06,0.06,0.08666666666666666,0.26,0.0938275856797432
