trial,unsafe_selected,total_regret
547,727,40.96325840703486
548,721,40.57331886277276
549,730,42.12849660711231
550,702,39.341899720726
551,742,42.92404081595378
552,738,41.204158308143896
553,721,40.955473822388875
554,726,41.33983238021301
555,691,40.209854493195635
556,722,41.766622589079766
557,745,42.24758251942745
558,727,41.001485430784946
559,732,40.83889049390731
560,743,40.99570228423192
561,744,42.36095342116538
562,734,42.314466579956814
563,722,40.82824889259556
564,719,41.162357200000095
565,740,43.01483338715011
566,714,41.56266235637216
567,730,40.87912031614495
568,716,40.000199112027495
569,716,41.511719656905676
570,716,40.38753931628521
571,711,40.825249691846345
572,728,42.50693362854615
573,747,42.60498950297247
574,723,41.16763980216309
575,698,39.90797567596857
576,712,40.48305682833397
577,764,44.349675410172615
578,730,41.71590849166286
579,717,40.34312877255928
580,727,41.28640942045043
581,741,42.17787062432706
582,715,40.53095710224616
583,728,41.19755597772931
584,716,40.58510782956035
585,714,39.78735906298305
586,713,40.88577758731133
587,723,41.78064142891024
588,731,41.11823726572414
589,715,40.72318806416398
590,733,41.12601213980736
591,729,42.03110020623546
592,743,42.277902663837054
593,736,41.658858967375245
594,725,40.54390578409384
595,746,42.1658337464838
596,728,41.550110191543496
597,736,41.507331783779264
598,717,41.25618515976852
599,726,41.33540306904068
600,752,42.102349955401685
601,719,40.294682053076464
602,723,40.93580702481262
603,726,41.8886364442801
604,717,40.71689600058361
605,710,39.67086593934739
606,734,40.7609557355904
607,701,40.36535035882343
608,723,41.26390016238701
609,770,44.142555636587666
610,734,42.081252673151695
611,716,39.91031550923801
612,734,40.94078052280872
613,720,41.49316114644942
614,756,43.83632872431385
615,719,40.75973391196914
616,737,41.88465124992543
617,722,41.92761427174375
618,753,43.142128988237836
619,700,40.084293534809674
620,717,41.49473212584753
621,725,41.92156117456031
622,729,41.619859286472995
623,756,42.38546214256186
624,733,42.38643404210675
625,719,41.37321798685432
626,753,42.63652330859273
627,740,42.14962411499465
628,708,39.41117018451174
629,729,41.34965432880642
630,718,41.09454436798938
631,683,39.00754795691847
632,712,40.78614927736532
633,730,42.08882162085778
634,726,41.500449956998175
635,742,42.01958852236646
636,717,40.521314438752334
637,745,42.04136747458837
638,715,41.19244271371913
639,710,40.54508205569006
640,701,39.610250126408516
641,731,41.39948585388729
642,716,40.35905982933197
643,728,41.98044341390739
644,738,41.81979405715933
645,736,42.22879610920245
646,719,41.089983152641366
647,723,41.23091127363443
648,726,41.16439160710114
649,743,41.50963345975202
650,749,44.30728089213912
651,747,41.82995453118825
652,711,40.04727546559208
653,735,41.51728920099688
654,722,41.29344559533692
655,729,41.203497277028625
656,742,41.15639593352834
657,729,40.767279680255534
658,736,40.62608307477172
659,717,41.07607507648085
660,731,41.335165642288274
661,725,40.853351050000065
662,741,41.7362876642467
663,727,41.13256917322545
664,708,40.19612254711908
