trial,unsafe_recall,unsafe_precision,balanced_accuracy,true_positives,alert_coverage
230,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
231,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
232,0.623718887262079,0.2370617696160267,0.6370761697911619,852,0.390228013029316
233,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
234,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
235,0.6346998535871157,0.24123539232053423,0.6435227977777496,867,0.390228013029316
236,0.6346998535871157,0.24123539232053423,0.6435227977777496,867,0.390228013029316
237,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
238,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
239,0.6281112737920937,0.2387312186978297,0.6396548209857971,858,0.390228013029316
240,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
241,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
242,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
243,0.6259150805270863,0.2378964941569282,0.6383654953884794,855,0.390228013029316
244,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
245,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
246,0.6325036603221084,0.24040066777963273,0.642233472180432,864,0.390228013029316
247,0.6295754026354319,0.2392877017250974,0.6405143713840087,860,0.390228013029316
248,0.6354319180087847,0.24151363383416805,0.6439525729768554,868,0.390228013029316
249,0.6259150805270863,0.2378964941569282,0.6383654953884794,855,0.390228013029316
250,0.6332357247437774,0.24067890929326655,0.642663247379538,865,0.390228013029316
251,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
252,0.6317715959004392,0.2401224262659989,0.6418036969813261,863,0.390228013029316
253,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
254,0.6288433382137628,0.23900946021146355,0.6400845961849029,859,0.390228013029316
255,0.6390922401171303,0.24290484140233723,0.6461014489723846,873,0.390228013029316
256,0.6215226939970717,0.2362270450751252,0.6357868441938443,849,0.390228013029316
257,0.6310395314787701,0.23984418475236505,0.6413739217822203,862,0.390228013029316
258,0.6325036603221084,0.24040066777963273,0.642233472180432,864,0.390228013029316
259,0.6266471449487555,0.23817473567056205,0.6387952705875852,856,0.390228013029316
260,0.6325036603221084,0.24040066777963273,0.642233472180432,864,0.390228013029316
261,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
262,0.6383601756954612,0.2426265998887034,0.6456716737732788,872,0.390228013029316
263,0.6339677891654466,0.2409571508069004,0.6430930225786438,866,0.390228013029316
264,0.6281112737920937,0.2387312186978297,0.6396548209857971,858,0.390228013029316
265,0.637628111273792,0.24234835837506957,0.6452418985741729,871,0.390228013029316
266,0.6412884333821376,0.24373956594323873,0.6473907745697021,876,0.390228013029316
